"행정구역(시군구)별",2020
"행정구역(시군구)별",총인구수 (명)
"전국",51829023
"서울특별시",9668465
"부산광역시",3391946
"대구광역시",2418346
"인천광역시",2942828
"광주광역시",1450062
"대전광역시",1463882
"울산광역시",1136017
"세종특별자치시",355831
"경기도",13427014
"강원도",1542840
"충청북도",1600837
"충청남도",2121029
"전라북도",1804104
"전라남도",1851549
"경상북도",2639422
"경상남도",3340216
"제주특별자치도",674635
